experiment,data_type,test_data,num_train,train_breakdown,train_type,num_test,test_breakdown,test_type,num_overlap,overlap_type,th_runs,subset,plda_rank,c_fa,c_miss,p_target,O1,O2,train-test_split,output_data,output_metrics,mindcf_fp_rate,mindcf_precision,mindcf_recall,mindcf_mcc,mindcf_fscore,mindcf_accuracy,mindcf_confusion,mindcf_threshold,mindcf_average,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_7.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_7_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_7_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",17.07459733,0.001199516,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_9.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_9_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_9_r100_s100metrics.json,3.64E-05,0.5,0.2,0.316153012,0.285714286,0.999818182,"[[    1     4]
 [    1 27494]]",16.5836869,0.001421625,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_8.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_8_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_8_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",17.49259028,0.001394229,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_11.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_11_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_11_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",17.57486665,0.0013102,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_12.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_12_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_12_r100_s100metrics.json,3.64E-05,0,0,-8.13E-05,nan,0.999781818,"[[    0     5]
 [    1 27494]]",16.66115661,0.001286689,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_10.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_10_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_10_r100_s100metrics.json,3.64E-05,0,0,-8.13E-05,nan,0.999781818,"[[    0     5]
 [    1 27494]]",17.19740119,0.001169015,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_15.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_15_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_15_r100_s100metrics.json,0.000109111,0.25,0.2,0.223480744,0.222222222,0.999745455,"[[    1     4]
 [    3 27492]]",16.71504539,0.001292172,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_13.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_13_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_13_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",16.70924251,0.001245904,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_14.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_14_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_14_r100_s100metrics.json,0.000109111,0,0,-0.000140856,nan,0.999709091,"[[    0     5]
 [    3 27492]]",16.39713936,0.001320834,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_16.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_16_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_16_r100_s100metrics.json,3.64E-05,0,0,-8.13E-05,nan,0.999781818,"[[    0     5]
 [    1 27494]]",16.76959412,0.001278134,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_17.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_17_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_17_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",16.6396036,0.001375932,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_18.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_18_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_18_r100_s100metrics.json,0,nan,0,nan,nan,0.999818182,"[[    0     5]
 [    0 27495]]",17.79643974,0.00129855,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_19.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_19_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_19_r100_s100metrics.json,3.64E-05,0,0,-8.13E-05,nan,0.999781818,"[[    0     5]
 [    1 27494]]",17.61982329,0.001234632,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),amr,5,amr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/amr/ms_tr500_all_te55_1_o5_s_1.csv,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_1_r100_s100data.json,./Speech_risk/outputs/task-across/amr/both_ms_tr500_all_te55_1_o5_s_1_r100_s100metrics.json,3.64E-05,0,0,-8.13E-05,nan,0.999781818,"[[    0     5]
 [    1 27494]]",17.43183758,0.001305271,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_1.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_1_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_1_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",16.66143058,0.001159206,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_r100_s100metrics.json,0,1,0.6,0.774568499,0.75,0.999927273,"[[    3     2]
 [    0 27495]]",17.36061006,0.001129755,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_2.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_2_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_2_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",16.71994166,0.001374859,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_3.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_3_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_3_r100_s100metrics.json,0,1,0.6,0.774568499,0.75,0.999927273,"[[    3     2]
 [    0 27495]]",16.90787878,0.001439625,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_4.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_4_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_4_r100_s100metrics.json,0.000109111,0,0,-0.000140856,nan,0.999709091,"[[    0     5]
 [    3 27492]]",17.15425047,0.001213773,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_5.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_5_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_5_r100_s100metrics.json,7.27E-05,0.666666667,0.8,0.73024362,0.727272727,0.999890909,"[[    4     1]
 [    2 27493]]",17.97900575,0.001281898,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_8.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_8_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_8_r100_s100metrics.json,3.64E-05,0.666666667,0.4,0.516332047,0.5,0.999854545,"[[    2     3]
 [    1 27494]]",16.91616965,0.001563399,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_6.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_6_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_6_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",17.2449252,0.001111738,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_7.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_7_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_7_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",17.29415558,0.001273839,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_9.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_9_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_9_r100_s100metrics.json,3.64E-05,0.666666667,0.4,0.516332047,0.5,0.999854545,"[[    2     3]
 [    1 27494]]",17.12987415,0.001445741,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_12.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_12_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_12_r100_s100metrics.json,0.000109111,0,0,-0.000140856,nan,0.999709091,"[[    0     5]
 [    3 27492]]",17.47653207,0.001288476,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_11.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_11_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_11_r100_s100metrics.json,7.27E-05,0.333333333,0.2,0.258095595,0.25,0.999781818,"[[    1     4]
 [    2 27493]]",16.47886693,0.001343504,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_10.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_10_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_10_r100_s100metrics.json,7.27E-05,0,0,-0.000115007,nan,0.999745455,"[[    0     5]
 [    2 27493]]",17.70179557,0.001414265,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_15.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_15_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_15_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",16.9545918,0.001288145,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_13.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_13_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_13_r100_s100metrics.json,7.27E-05,0,0,-0.000115007,nan,0.999745455,"[[    0     5]
 [    2 27493]]",17.40900553,0.00115258,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_14.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_14_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_14_r100_s100metrics.json,7.27E-05,0.333333333,0.2,0.258095595,0.25,0.999781818,"[[    1     4]
 [    2 27493]]",16.87735812,0.001327684,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_16.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_16_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_16_r100_s100metrics.json,0.000109111,0.25,0.2,0.223480744,0.222222222,0.999745455,"[[    1     4]
 [    3 27492]]",17.65044562,0.001273211,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_19.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_19_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_19_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",17.52702082,0.001346555,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_18.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_18_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_18_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",16.88114868,0.001565815,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),smr,5,smr,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/smr/ms_tr500_all_te55_1_o5_s_17.csv,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_17_r100_s100data.json,./Speech_risk/outputs/task-across/smr/both_ms_tr500_all_te55_1_o5_s_17_r100_s100metrics.json,0.000109111,0.25,0.2,0.223480744,0.222222222,0.999745455,"[[    1     4]
 [    3 27492]]",17.18109514,0.001326336,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_r100_s100metrics.json,3.64E-05,0.666666667,0.4,0.516332047,0.5,0.999854545,"[[    2     3]
 [    1 27494]]",16.90745684,0.001107379,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_1.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_1_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_1_r100_s100metrics.json,3.64E-05,0.5,0.2,0.316153012,0.285714286,0.999818182,"[[    1     4]
 [    1 27494]]",16.91853438,0.001440817,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_2.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_2_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_2_r100_s100metrics.json,3.64E-05,0.666666667,0.4,0.516332047,0.5,0.999854545,"[[    2     3]
 [    1 27494]]",17.18443978,0.001075739,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_3.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_3_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_3_r100_s100metrics.json,3.64E-05,0.75,0.6,0.670767532,0.666666667,0.999890909,"[[    3     2]
 [    1 27494]]",17.4585072,0.0011809,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_4.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_4_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_4_r100_s100metrics.json,0.000109111,0.4,0.4,0.399890889,0.4,0.999781818,"[[    2     3]
 [    3 27492]]",16.552101,0.001127051,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_5.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_5_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_5_r100_s100metrics.json,0,1,0.4,0.632421031,0.571428571,0.999890909,"[[    2     3]
 [    0 27495]]",17.14843247,0.00115367,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_6.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_6_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_6_r100_s100metrics.json,3.64E-05,0.5,0.2,0.316153012,0.285714286,0.999818182,"[[    1     4]
 [    1 27494]]",17.72318442,0.001425801,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_7.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_7_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_7_r100_s100metrics.json,0,1,0.2,0.447181069,0.333333333,0.999854545,"[[    1     4]
 [    0 27495]]",17.17265834,0.001476831,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_8.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_8_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_8_r100_s100metrics.json,7.27E-05,0.333333333,0.2,0.258095595,0.25,0.999781818,"[[    1     4]
 [    2 27493]]",16.46675337,0.001302385,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_9.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_9_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_9_r100_s100metrics.json,7.27E-05,0.6,0.6,0.59992726,0.6,0.999854545,"[[    3     2]
 [    2 27493]]",17.50597002,0.001153715,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_12.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_12_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_12_r100_s100metrics.json,7.27E-05,0.5,0.4,0.447124138,0.444444444,0.999818182,"[[    2     3]
 [    2 27493]]",17.07211311,0.001207195,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_13.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_13_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_13_r100_s100metrics.json,7.27E-05,0.333333333,0.2,0.258095595,0.25,0.999781818,"[[    1     4]
 [    2 27493]]",17.73971,0.001092572,,,,,,,
across-default,mayo-speech,mayo-speech,500,500 (mayo-speech),"s-*,-s-physician",55,55 (mayo-speech),w,5,w,100,100,100,1,1,0.01,,,./Speech_risk/speaker_info/task-across/w/ms_tr500_all_te55_1_o5_s_11.csv,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_11_r100_s100data.json,./Speech_risk/outputs/task-across/w/both_ms_tr500_all_te55_1_o5_s_11_r100_s100metrics.json,7.27E-05,0.6,0.6,0.59992726,0.6,0.999854545,"[[    3     2]
 [    2 27493]]",16.6813853,0.001391097,,,,,,,
